,Unnamed: 0,Product name,rating
4804,4804,Gluten Free Swiss Cheese Multi Pack 8 Ct 8oz,
4805,4805,"9\"" Thin Spaghetti",Nutri-Score A - Very good nutritional quality
4806,4806,Lavender Liquid Rock Deodorant,
4807,4807,Smooth & Shape Emery Boards,Nutri-Score C - Average nutritional quality
4808,4808,Premium Pork Sage Sausage,Nutri-Score not computed - Unknown nutritional quality
4809,4809,Gotu Kola Stem Cell + 1% CGF Day Cream,
4810,4810,Mediterranean Garlic Marinade,Nutri-Score not computed - Unknown nutritional quality
4811,4811,Healthy White Clean Mint Vibrant Anticavity Mouthrinse,
4812,4812,With Olive Oil Squeeze Mayonnaise Dressing,
4813,4813,Strawberry Wafer,Nutri-Score not computed - Unknown nutritional quality
4814,4814,Pearl  Super Absorbency Unscented Tampons,
4815,4815,Gluten Free Brownie Bites,Nutri-Score E - Bad nutritional quality
4816,4816,Costa Rica Aurora K Cups,
4817,4817,Light Butter Popcorn,Nutri-Score D - Poor nutritional quality
4818,4818,Organic Nonfat Yogurt Plain,Nutri-Score A - Very good nutritional quality
4819,4819,Calabaza Squash,Nutri-Score E - Bad nutritional quality
4820,4820,Ultrabrite All-in-One Advanced Whitening Clean Mint Toothpaste,
4821,4821,Vanilla Chicory Root,
4822,4822,Candy,Nutri-Score E - Bad nutritional quality
4823,4823,"Organic Pear, Raspberry & Purple Carrot Stage 2 Pouch",Nutri-Score not computed - Unknown nutritional quality
4824,4824,Sumatra Dark Roast K-Cups,
4825,4825,Foil Jumbo 3.5 Inch Baking Cups,
4826,4826,Fruit Punch,Nutri-Score D - Poor nutritional quality
4827,4827,"Crunchy Pea Snack, Baked, Organic, Southwest Spice",
4828,4828,Organic Cogo Vegan Protein Fruit Juice Drink Blend,
4829,4829,Organic Apple Sauce + Fruit & Veggie Carroty Chop Mashups,Nutri-Score A - Very good nutritional quality
4830,4830,Home Style Asiago Caesar Dressing,
4831,4831,All Natural Sausage Fully Cooked - 6 CT,
4832,4832,Hearty Sweet & Tasty Tomato Pasta Sauce,Nutri-Score not computed - Unknown nutritional quality
4833,4833,Smoked Turkey Sausage,Nutri-Score E - Bad nutritional quality
4834,4834,Organic Rustic Cut Root Medley,Nutri-Score A - Very good nutritional quality
4835,4835,Enchilada Sauce Mild,Nutri-Score not computed - Unknown nutritional quality
4836,4836,Light Butter with Canola Oil,Nutri-Score D - Poor nutritional quality
4837,4837,Daily Conditioner,Nutri-Score not computed - Unknown nutritional quality
4838,4838,Beer Balls,Nutri-Score not computed - Unknown nutritional quality
4839,4839,"Eggs, Free Range, Brown, Large",Nutri-Score A - Very good nutritional quality
4840,4840,Concentrated Liquid Vegetable Stock,
4841,4841,Pecan Ice Cream Bars,
4842,4842,Organic Seed Your Soul Strawberry Lemonade Chia Vitality Beverage,
4843,4843,Organic Fennel Seed,Nutri-Score not computed - Unknown nutritional quality
4844,4844,Cinnamon Raisin English Muffins,Nutri-Score A - Very good nutritional quality
4845,4845,Gold Bears,Nutri-Score not computed - Unknown nutritional quality
4846,4846,Complete Milk Chocolate Nutrition Shake,
4847,4847,G Series Frost Rain Berry Flavor Sports Drink,
4848,4848,Organic Chocolate O's Cereal,Nutri-Score C - Average nutritional quality
4849,4849,Gluten Free Chocolate Chunk Cookie Mix,
4850,4850,Organic Baked Cinnamon Apple Herbal Tea,
4851,4851,White Bean Noodle And Broccoli Noodle With Teriyaki,
4852,4852,Cabinet Makers Wax,
4853,4853,Chomperz BBQ Seaweed Snack,
4854,4854,Flour Burrito Caseras Tortillas,
4855,4855,Stage 2: Active Baby HEC Liquid Laundry Detergent,
4856,4856,Top Round Pastrami,Nutri-Score C - Average nutritional quality
4857,4857,Light Creamy Roasted Chicken with Herb Dumplings,Nutri-Score B - Good nutritional quality
4858,4858,Red Velvet Cake Ice Cream,Nutri-Score D - Poor nutritional quality
4859,4859,Black Pearl Liquid Eyeliner,
4860,4860,Organic Micro Broccoli Sprouts,
4861,4861,Chicken Taco Skillet Sauce Pouch,
4862,4862,"Organic Pears, Apples, Peaches, Pumpkin + Cinnamon Fiber & Protein Snack",
4863,4863,Multi-Seed Rosemary + Olive Oil Crackers,
4864,4864,24 Hour Allergy Relief Tablets,
4865,4865,My Community Immune Support Dietary Supplement,
4866,4866,Chocolate Infinity and Raspberry Ice Cream Bars,
4867,4867,German Style Quark Vanilla Bean,
4868,4868,Coenzyme B Complex Vegetarian,
4869,4869,Kickstart Energizing Orange Citrus Sparkling Juice Beverage,Nutri-Score not computed - Unknown nutritional quality
4870,4870,Suddenly Salad Classic Pasta Kit Classic,
4871,4871,Orange Liquid Drink Mix,Nutri-Score not computed - Unknown nutritional quality
4872,4872,13 Gallon Tall Drawstring Kitchen Bags,
4873,4873,Organic Whole Fryer Chicken,
4874,4874,Flaked Tuna,Nutri-Score B - Good nutritional quality
4875,4875,Pizza Mushroom T5,
4876,4876,Okra Masala,
4877,4877,Garlic & Green Onion Teriyaki Sauce,Nutri-Score A - Very good nutritional quality
4878,4878,Jasmine Silver Tip Green Tea,
4879,4879,Whascally Rabbit Pate Cat Food,
4880,4880,Superior Light Beer Ultra 4.2% Alcohol,
4881,4881,Lip Balm Complete Moisture SPF 15,
4882,4882,Club Soda,Nutri-Score D - Poor nutritional quality
4883,4883,Beef Stew,Nutri-Score not computed - Unknown nutritional quality
4884,4884,Slow Kettle Roasted Chicken Noodle Soup,
4885,4885,Bubble Gum Flavored Liquid Allergy Relief,
4886,4886,Superfood Premium Fruit Smoothie Blend Blueberry B,
4887,4887,Crushed Garlic,Nutri-Score not computed - Unknown nutritional quality
4888,4888,In Light Seasoning White Beans,
4889,4889,TEN Lemon Lime Soda,
4890,4890,Neti Wash Plus Daily Neti Pot Boost,
4891,4891,All Natural Honey Almond Butter,
4892,4892,Italian Style Meatballs & Mozzarella Frozen Sandwiches,Nutri-Score D - Poor nutritional quality
4893,4893,Rose Absolute Fortifying in Jojoba Oil,
4894,4894,"Fabric Softener Dryer Sheets, April Fresh scent",
4895,4895,Cara Cara Orange,Nutri-Score not computed - Unknown nutritional quality
4896,4896,"Wafer, Chocolate",Nutri-Score E - Bad nutritional quality
4897,4897,Hot Cereal,Nutri-Score B - Good nutritional quality
4898,4898,Ristorante Italiano Garlic Parmesan Vinaigrette Dressing,Nutri-Score E - Bad nutritional quality
4899,4899,Natural Yellowfin Tuna Single Cook In Spring Water,
4900,4900,Original Fudge Sticks,Nutri-Score E - Bad nutritional quality
4901,4901,Wild Sea Sardines In Olive Oil,
4902,4902,Baby Bee Multipurpose Ointment,
4903,4903,Stick East Coast Vegetable Oil Spread,
4904,4904,"PODS Laundry Detergent, Ocean Mist Designed for Regular and HE Washers Laundry",
4905,4905,Plum Pomegranate Green Tea & Fruit Juice Blend,Nutri-Score not computed - Unknown nutritional quality
4906,4906,Organic Beets Beverage,Nutri-Score A - Very good nutritional quality
4907,4907,Men's Hair Color - Real Black H-55,
4908,4908,Special Dark Chocolate Chips,Nutri-Score E - Bad nutritional quality
4909,4909,No More Tangles Detangling Spray,
4910,4910,Jodhpur Lentils,Nutri-Score A - Very good nutritional quality
4911,4911,Bite Organic Snack Bar Peanut Butter Chocolate Chip,Nutri-Score C - Average nutritional quality
4912,4912,Organic Cold Season Tea Bags,
4913,4913,Real Medleys Dark Chocolate Cranberry Almond Granola Cereal,
4914,4914,Soft'ees Family Pack Assorted with Frosted Donuts,
4915,4915,Sarsaparilla,Nutri-Score E - Bad nutritional quality
4916,4916,"Sea Salt, Course",
4917,4917,"Coffee, Ground, Medium, Special Roast",
4918,4918,Mayonnaise Dressing with Olive Oil,Nutri-Score E - Bad nutritional quality
4919,4919,Organic Gluten Free Tapioca Flour,
4920,4920,Watermelon 3 in 1 Shampoo Conditioner and Body Wash,
4921,4921,Fiber One Nutty Clusters & Almonds Cereal,
4922,4922,Vanilla Skyr Nonfat Yogurt,Nutri-Score A - Very good nutritional quality
4923,4923,Fruities Apple Sweet Potato Pineapple,
4924,4924,Band Aid Rolled Gauze,
4925,4925,Organic Honey Hand Soap Foam,
4926,4926,Cinnamon Apple Sauce To Go Squeeze Packs,
4927,4927,Original Organic Rice Drink,Nutri-Score B - Good nutritional quality
4928,4928,Graduates Puffs Peach,
4929,4929,Black Fig Bar,
4930,4930,Organic Light Sodium Creamy Harvest Corn Soup,
4931,4931,Hot Chili Seasoning Mix,Nutri-Score not computed - Unknown nutritional quality
4932,4932,Sriracha Rice Chips,
4933,4933,Organic Lightly Salted Brown Rice Cakes,Nutri-Score A - Very good nutritional quality
4934,4934,School Safe Vanilla Cupcakes,
4935,4935,Uncured Sopressata,Nutri-Score E - Bad nutritional quality
4936,4936,Solid White Albacore in Water Tuna,Nutri-Score A - Very good nutritional quality
4937,4937,Black Sesame Seed,Nutri-Score B - Good nutritional quality
4938,4938,Holloway House Quick Shine Floor Finish,
4939,4939,Natural Deli Style Sliced Extra Sharp Cheddar Cheese,
4940,4940,Southwest Chili Beans,Nutri-Score B - Good nutritional quality
4941,4941,Dairy Free Key Lime Cheezecake,
4942,4942,Umcka ColdCare Mint-Menthol Syrup,
4943,4943,Edamame Fettucine With Thai Coconut Sauce,
4944,4944,Wild Rose Deodorant Spray,
4945,4945,"Fiber Garden Gummies, Sugar-Free",
4946,4946,ColorSilk Dark Brown Haircolor,
4947,4947,Chewy Fruit Mint,Nutri-Score not computed - Unknown nutritional quality
4948,4948,Savory Shreds with Chicken in Gravy Cat Food,
4949,4949,Braided Twist Honey Wheat,Nutri-Score C - Average nutritional quality
4950,4950,Pepperoni Provolone Cheese & Breadsticks,Nutri-Score E - Bad nutritional quality
4951,4951,Krunchers Original Kettle Cooked Chips,Nutri-Score C - Average nutritional quality
4952,4952,Party Plastic Cups,
4953,4953,Organic Romaine,Nutri-Score not computed - Unknown nutritional quality
4954,4954,Albacore Solid White Tuna in Water,Nutri-Score A - Very good nutritional quality
4955,4955,Kellogg's Special K Chocolate Almond Cereal,
4956,4956,Brown & Wild Rice Salad Curry Almond,Nutri-Score D - Poor nutritional quality
4957,4957,Organic Sweet Potato Puffs,Nutri-Score not computed - Unknown nutritional quality
4958,4958,Training Pants Learning Designs 4T-5T,
4959,4959,"Cat Litter, Scoopable, Scented",
4960,4960,Organic Dried Mushrooms Medley,
4961,4961,Unsweetened Almondmilk,Nutri-Score B - Good nutritional quality
4962,4962,Dark Chocolate Coconut Bars,Nutri-Score not computed - Unknown nutritional quality
4963,4963,Chocolate Kale Krunch,Nutri-Score D - Poor nutritional quality
4964,4964,Aged White Cheddar Baked Rice & Corn Puffs Gluten Free Lunch Packs,Nutri-Score D - Poor nutritional quality
4965,4965,Honey Wheat Pretzel Sticks,Nutri-Score D - Poor nutritional quality
4966,4966,Orange Poppy Pound Cake,
4967,4967,Vanilla Energy Waffle,
4968,4968,"Popcorn, Artisan, Simply Sea Salt",
0,0,Sweet & Fruity Cranberry Granola,Nutri-Score C - Average nutritional quality
1,1,"Homestyle Meals Apple, Raspberry, Kale & Amaranth (Stage 2 for 6+ Months)",
2,2,Non Alcoholic The Original Irish Cream Coffee Creamer,
3,3,Cheese & Fresh Herb Flatbread Pizza,Nutri-Score D - Poor nutritional quality
4,4,Organic Super Fruit Punch Juice Drink,
5,5,Lager Can,Nutri-Score not computed - Unknown nutritional quality
6,6,Banana,Nutri-Score D - Poor nutritional quality
7,7,Shredded 3 Cheese Italian,Nutri-Score D - Poor nutritional quality
8,8,Vitamin D3 2500 IU Berry D-Licious Gummy Ripe Raspberry,
9,9,Real Wasabi,Nutri-Score not computed - Unknown nutritional quality
10,10,Fresh Underarm Anti-Perspirant/Deodorant Twin Pack,
11,11,Raspberry Filmjolk Non-Fat Drinkable Yogurt,
12,12,Orange Peel In Dark Chocolate,Nutri-Score E - Bad nutritional quality
13,13,Packaged Organic Apricots,
14,14,Kale Puffs,Nutri-Score D - Poor nutritional quality
15,15,Low-Moisture Part-Skim Mozzarella String Cheese Family Size,
16,16,Old Indian Wild Cherry Bark Syrup,Nutri-Score not computed - Unknown nutritional quality
17,17,Pepcid AC Acid Reducer,
18,18,Apple Berry Applesauce on The Go Pouches,
19,19,Roasted Garlic & Quinoa Veggie Burgers,Nutri-Score D - Poor nutritional quality
20,20,Apple Blueberry Granola,Nutri-Score B - Good nutritional quality
21,21,Demerara Cane Sugar Cubes,
22,22,100% Pure Cinnamon Leaf Essential Oil,
23,23,Scrub Sponges Heavy Duty,
24,24,Gentle Cleansing Wash,
25,25,Pina Colada Mix,Nutri-Score not computed - Unknown nutritional quality
26,26,Imported Classic Pure Mild Olive Oil,
27,27,Argan Oil Reparing Shine Oil,
28,28,Dark Royal Roast K-Cup Pods,
29,29,Organic Plain Drinkable Yogurt,
30,30,Organic Canned Garbanzo Beans,Nutri-Score A - Very good nutritional quality
31,31,Children's Dha Strawberry,
32,32,Raw Shea Butter Body Wash,
33,33,Pepperidge Farm® Goldfish Queso Fiesta Baked Snack Crackers,
34,34,Organic Hemp Powder,Nutri-Score D - Poor nutritional quality
35,35,Barnum's Animal Crackers,Nutri-Score D - Poor nutritional quality
36,36,Salad Kit Creamy Balsamic,
37,37,Bone In Chicken Thighs,
38,38,"Kettle Chips, Avocado Oil, Sea Salt",Nutri-Score C - Average nutritional quality
39,39,Valentines Funfetti Cake Mix,
40,40,Mini Chips Ahoy! Go Pak,
41,41,Organic Wild Berry Fruit Gummies,
42,42,Organic Superfood Blend Protein Smoothie Mix,
43,43,Gum Ginger,Nutri-Score E - Bad nutritional quality
44,44,Fresh Whole Garlic,Nutri-Score B - Good nutritional quality
45,45,Organic Chocolate 1% Milk with DHA Omega-3,
46,46,Wild Mackerel & Whitefish Cat Food,Nutri-Score B - Good nutritional quality
47,47,Organic Creamy Sweet Pea Soup,
48,48,Umcka Cough Max Relief English Ivy Base,
49,49,Adavanced Eye Relief Dry Eye Drops Rejuvenation,
50,50,"Snack, Sweet Chili, Original",
51,51,Rose Wine,Nutri-Score not computed - Unknown nutritional quality
52,52,Tortiglioni Pasta,Nutri-Score A - Very good nutritional quality
53,53,Spinach & Ricotta Tortelloni,Nutri-Score A - Very good nutritional quality
54,54,Sweet Citrus Soap Bar,
55,55,Clear Ammonia,
56,56,Classic Lasagna With Meat Sauce,Nutri-Score B - Good nutritional quality
57,57,Meatless Vegan Hickory Smoked  Soy Jerky,
58,58,Good Grips Swivel Peeler,
59,59,Color Cups Classic Easter Egg Decorating Kit,
60,60,Famous Key West Lime Juice,
61,61,Cherry Blackberry Liquid Water Enhancer,Nutri-Score not computed - Unknown nutritional quality
62,62,Alfredo Sauce With Aged Parmesan Cheese,Nutri-Score D - Poor nutritional quality
63,63,Smart Blend Lamb & Rice Dry Dog Food,
64,64,Complete Acid Reducer & Antacid Tablets,
65,65,Alive! Once Daily Women's 50+ Ultra Potency Multi-vitamin,
66,66,Bromelain 500mg,
67,67,Safety Can Opener,
68,68,"Cheese, Panela",Nutri-Score D - Poor nutritional quality
69,69,Cheddar Extra Sharp Made with 2% Milk Cheese Sticks,
70,70,Organic Sauvignon Blanc,Nutri-Score not computed - Unknown nutritional quality
71,71,Coppertop C Alkaline Batteries,
72,72,Just Chocolate Chunk Cookies,
73,73,Brew White Tea Ascend,
74,74,Delights Turkey Sausage Breakfast Bowl,Nutri-Score B - Good nutritional quality
75,75,Punched: Fruit Punch Flavor Energy Drink,
76,76,Special Dark Mildly Sweet Chocolates,Nutri-Score not computed - Unknown nutritional quality
77,77,Petite Diced Fire Roasted Tomatoes,Nutri-Score A - Very good nutritional quality
78,78,Cheddar Baked Snack Crackers,Nutri-Score D - Poor nutritional quality
79,79,Mint Chocolate Chip Frozen Greek Yogurt Bars,Nutri-Score B - Good nutritional quality
80,80,Deep Renewal Anti-Aging Treatment SPF 15 Lip Protectant,
81,81,Baked Oat Bites Cereal,Nutri-Score D - Poor nutritional quality
82,82,Cocoa & Vanilla Bunny Cookies Gluten Free Bunny Cookies Gluten Free,Nutri-Score E - Bad nutritional quality
83,83,Non-Drowsy Allergy Relief Tablets,
84,84,Rosemary & Olive Oil Kettle Cooked Potato Chips,Nutri-Score C - Average nutritional quality
85,85,Scent Expressions Secret Scent Expressions Invisible Solid So Very Summer Berry Antiperspirant/Deodorant 2.6 oz AP/DO & Body Spray,
86,86,Apertif,Nutri-Score not computed - Unknown nutritional quality
87,87,Turmeric Root,Nutri-Score not computed - Unknown nutritional quality
88,88,Fruit Punch Instant Powder Mix,
89,89,All Bean Chili,Nutri-Score B - Good nutritional quality
90,90,Zinc Gluconate Glycine Natural Flavor Cherry Lozenges,
91,91,"Beets, Sliced",Nutri-Score A - Very good nutritional quality
92,92,Polish Sausage,Nutri-Score B - Good nutritional quality
93,93,Basic Care Dry Shampoo,
94,94,Rapid Rise Fast Acting Instant Yeast,
95,95,Ancient Grain Tortillas 6 Count,
96,96,Handi Wipes Multi Use Reusable Cloths,
97,97,Vinaigrette Classic Balsamic Dressing,Nutri-Score D - Poor nutritional quality
98,98,"Toothpaste, Calendula",
99,99,Non Dairy Thousand Island,Nutri-Score D - Poor nutritional quality
100,100,Garlic Marinara Cooking Sauce,Nutri-Score B - Good nutritional quality
101,101,Candy Cane,Nutri-Score D - Poor nutritional quality
102,102,A Red Duet Jam,Nutri-Score C - Average nutritional quality
103,103,Perky's Crunchy Flax Cereal with Chia,
104,104,Toothpicks Square Round Tip,
105,105,Olive Oil Crackers,Nutri-Score not computed - Unknown nutritional quality
106,106,"Tortilla Chips, Corn, Red Hot Blues",Nutri-Score C - Average nutritional quality
107,107,Magic Eraser All Purpose Handy Grip Refills,
108,108,Total 0% with Honey Nonfat Greek Strained Yogurt,
109,109,Simply Heinz Tomato Ketchup,Nutri-Score D - Poor nutritional quality
110,110,Cafe Steamers Chicken Margherita,Nutri-Score not computed - Unknown nutritional quality
111,111,Roasted Giant Corn,Nutri-Score A - Very good nutritional quality
112,112,Island Splash Deodorant Spray,
113,113,Donut Shop Medium Roast Coffee K-Cups,Nutri-Score not computed - Unknown nutritional quality
114,114,La Fin Du Monde Ale,
115,115,Old Fashioned Smooth & Creamy Grits,Nutri-Score C - Average nutritional quality
116,116,Breton Herb and Garlic Crackers,
117,117,Isoproyl Rubbing Alcohol,
118,118,Organic Garlic,Nutri-Score D - Poor nutritional quality
119,119,European Chocolate,Nutri-Score B - Good nutritional quality
120,120,Ultra Thin Super Pads Without Wings,
121,121,Two-Bite Chocolate Cupcakes,Nutri-Score E - Bad nutritional quality
122,122,Sonoma Brut Sparkling Wine,
123,123,Hydrating Coconut Lotion,
124,124,Neon Flex Plastic Party Straws,
125,125,Unstopables Fresh In-Wash Scent Booster,
126,126,"Ibuprofen Coated Caplets, 200mg",
127,127,Chicago Mix Popcorn,Nutri-Score E - Bad nutritional quality
128,128,Caramel Custard Yogurt,Nutri-Score B - Good nutritional quality
129,129,Compleats Homestyle Chicken Alfredo,Nutri-Score B - Good nutritional quality
130,130,Organic Papaya Poppy Seed Dressing,Nutri-Score D - Poor nutritional quality
131,131,"Meatballs, Turkey",Nutri-Score not computed - Unknown nutritional quality
132,132,Pink Lemonade Drops Flavor Enhancer,
133,133,Orange & Carrot Juice Blend,Nutri-Score C - Average nutritional quality
134,134,PeroxiCare Healthy Gums Baking Soda & Peroxide Fresh Mint Toothpaste,
135,135,Lower Sodium Honey Ham,Nutri-Score B - Good nutritional quality
136,136,Morning Burst Oil Free Acnewash,
137,137,Plus A Touch of Downy April Fresh Liquid Laundry Detergent,
138,138,Turmeric Force Liquid Capsules,
139,139,Organic Low Fat Black Bean Vegetable Soup,Nutri-Score A - Very good nutritional quality
140,140,Original Olive Oil,Nutri-Score C - Average nutritional quality
141,141,Kettle Corn Seasoning,Nutri-Score not computed - Unknown nutritional quality
142,142,Hard Lite Lemonade,
143,143,Chili Con Carne With Beans,Nutri-Score A - Very good nutritional quality
144,144,Go Mango! Organic Dried Chili Lime Mango,
145,145,Health Breath Antiseptic Mouth Rinse Cool Mint,
146,146,Lively Senior with Chicken Cat Food,
147,147,Organic Kosher Free Range Chicken Broth,
148,148,Mildly Spicy Beef & Broccoli,
149,149,Egg,Nutri-Score C - Average nutritional quality
150,150,White Zinfandel,Nutri-Score not computed - Unknown nutritional quality
151,151,"Peppermint Spirits, Liquid Extract",
152,152,100% All Pomegranate Juice,
153,153,Original Ultra Strength HD Dish Liquid,
154,154,Whole Wheat Multigrain Pop Cakes,
155,155,Jalapeno Beef Jerky,Nutri-Score A - Very good nutritional quality
156,156,Roasted Root Vegetables,Nutri-Score A - Very good nutritional quality
157,157,Rich & Hearty Steak Burger & Country Vegetables,Nutri-Score A - Very good nutritional quality
158,158,11 In Flour Burrito,
159,159,Organic Green Lentils,Nutri-Score A - Very good nutritional quality
160,160,Lentil & Quinoa White Cheddar Supergrain Mac & Cheese,Nutri-Score A - Very good nutritional quality
161,161,Sin Zin,
162,162,Black Cherry Unsweetened Soft Drink Mix,
163,163,14-Day Acai Berry Cleanse Tablets,
164,164,Grape Chia Kombucha,Nutri-Score D - Poor nutritional quality
165,165,Mild In Flavor Extra Light Olive Oil,Nutri-Score not computed - Unknown nutritional quality
166,166,Diced Celery,Nutri-Score A - Very good nutritional quality
167,167,Unsweetened Elegant Jasmine Green Tea,
168,168,Hibiscus Berryade,
169,169,Raw Fit High Protein Vanilla Single Packet,
170,170,100% Whey Protein Powder Chocolate Fudge,
171,171,Organic Turkey Breast,Nutri-Score not computed - Unknown nutritional quality
172,172,Set & Refresh Gain Original Scent Air Freshener Refill,Nutri-Score B - Good nutritional quality
173,173,Jumbo Papaya,
174,174,Organic Banana Chips,Nutri-Score D - Poor nutritional quality
175,175,Color Me Happy Colorsafe Shampoo,
176,176,16 Oz Bowls,
177,177,Flax Oat Bran & Whole Wheat Lavash Bread,Nutri-Score B - Good nutritional quality
178,178,Thai Chicken Wrap,Nutri-Score not computed - Unknown nutritional quality
179,179,Rye Style Bread,Nutri-Score B - Good nutritional quality
180,180,100% Natural Colloidal Oatmeal Bath,
181,181,Super Shiny Mango Conditioner,
182,182,Posted 3/5/2013 Anti-Dandruff Shampoo,
183,183,Organic Super Fruit Energy Drink,
184,184,"Cheese Stuffed Crust Three Meat (Sausage, Pepperoni & Beef Pizza Topping) Pizza",Nutri-Score D - Poor nutritional quality
185,185,"Hand Soap, Liquid, Parsley Scent",
186,186,Beef Broth Condensed Soup,
187,187,Mega B-Stress Vegetarian Capsules,
188,188,Bucatini Pasta,Nutri-Score A - Very good nutritional quality
189,189,Saffron Yellow Rice,Nutri-Score D - Poor nutritional quality
190,190,Organic Almonds,Nutri-Score B - Good nutritional quality
191,191,Tortellini Primavera Parmesan Cafe Steamers,Nutri-Score not computed - Unknown nutritional quality
192,192,Multipurpose Cooktop Cleaner,
193,193,Cranberry,Nutri-Score A - Very good nutritional quality
194,194,Blueberries in Light Syrup,Nutri-Score A - Very good nutritional quality
195,195,Everyday Coconut Pineapple Lip Balm,
196,196,Organic Insect Repellent Fresh Natural Scent,
197,197,Instant Oatmeal Variety Pack,Nutri-Score not computed - Unknown nutritional quality
198,198,Pure Pacific Mountain Strawberry Preserves,
199,199,"Bandages, Waterproof",
200,200,Organic Kids Mega Noodle Soup,
201,201,Organic Fruit Nugget Fruit Snacks Pouches,
202,202,Mayonnaise with Olive Oil,Nutri-Score E - Bad nutritional quality
203,203,Cherry Limeade Unsweetened Soft Drink Mix,
204,204,Stage 1 Organic Green Bean Baby Food,Nutri-Score not computed - Unknown nutritional quality
205,205,Herb for Beef Gravy Mix,Nutri-Score not computed - Unknown nutritional quality
206,206,Broccoli Cut Steamers,
207,207,Frost Arctic Blitz Sports Drink,
208,208,Grape Flavor Sport,
209,209,"Veg and Fruit Puree, 100%, Organic, Sweet Potato, Corn and Apple",
210,210,Chocolate Coconut Almond Protein Bars,Nutri-Score C - Average nutritional quality
211,211,Chia Energy Cherry Charge Beverage,Nutri-Score D - Poor nutritional quality
212,212,Big Daddy Ipa in Can,
213,213,Raw Cocnut Nectar,
214,214,Iced Oatmeal Raisin Bar,
215,215,Vitamin Code Raw Vitamin C,Nutri-Score not computed - Unknown nutritional quality
216,216,Chicken Broccoli Fettuccine Alfredo,Nutri-Score C - Average nutritional quality
217,217,Original Flaky Crust Cherry Pie,
218,218,Tofu Plus Organic Firm Tofu,
219,219,Premium Bun Length Beef Franks,Nutri-Score E - Bad nutritional quality
220,220,Dark Hazelnut Praline Square,
221,221,Lactose Free Cheesy Bliss American Style Singles,
222,222,"Chlorella 200 mg, Tablets",
223,223,Organic Aged Earl Grey Tea,
224,224,1st Foods Peas Baby Food,
225,225,Collagen Booster With Hyaluronic Acid & Resveratrol,
226,226,Organic Cheddar Snack Mix,Nutri-Score not computed - Unknown nutritional quality
227,227,Smart Seek Bleach,
228,228,Canola Oil Cooking Spray,Nutri-Score not computed - Unknown nutritional quality
229,229,Original Chili Con Carne With Beans,Nutri-Score B - Good nutritional quality
230,230,Semi-Sweet Morsels,Nutri-Score E - Bad nutritional quality
231,231,Rigatoni with Chicken & Pesto,Nutri-Score B - Good nutritional quality
232,232,Color Guard Liquid Laundry Detergent,
233,233,Organic Backcountry Coffee Blend,
234,234,"Ale, Not Quite Pale, No. 9",
235,235,Mighty 4 Blueberry with Carrot Essential Nutrition Bar,
236,236,Pumpernickel Bread 1 Lb,
237,237,French Roast Coffee,Nutri-Score not computed - Unknown nutritional quality
238,238,Philadelphia Whipped Cream Cheese Spread with Chives,
239,239,Chili Hot Beans,Nutri-Score A - Very good nutritional quality
240,240,Pure Corn Starch,Nutri-Score not computed - Unknown nutritional quality
241,241,No Boil Lasagna,Nutri-Score A - Very good nutritional quality
242,242,Organix Grain Free Turkey & Vegetable Dog Food,
243,243,Whole Cloves,Nutri-Score not computed - Unknown nutritional quality
244,244,Grass-Fed Whey Nutrition Bar,Nutri-Score C - Average nutritional quality
245,245,"Sunscreen, Pure Lavender, Broad Spectrum SPF 45",
246,246,Polar Blast Fruit Drink,
247,247,Colby Jack Cheese,Nutri-Score not computed - Unknown nutritional quality
248,248,Brown Sugar Blend,Nutri-Score not computed - Unknown nutritional quality
249,249,Armenian String Cheese,Nutri-Score D - Poor nutritional quality
250,250,Coconut & Vanilla with Tangerine Body Lotion,Nutri-Score B - Good nutritional quality
251,251,Large Grade A Super Eggs,
252,252,Botanical 3 in 1 Mint & Coconut Lotion,
253,253,"Tomato Pesto, Sun-Dried",Nutri-Score D - Poor nutritional quality
254,254,Black Bean Dip,Nutri-Score C - Average nutritional quality
255,255,Egyptian Licorice Tea Bags,
256,256,Any'tizers Honey BBQ Seasoned Wings,
257,257,Chocolate Chip Cookie Dough Nutrition Bars,Nutri-Score B - Good nutritional quality
258,258,French Pure Butter Cookies,Nutri-Score E - Bad nutritional quality
259,259,Organic Ground Golden Flax Seeds,
260,260,Lemon Sliced Grass,Nutri-Score B - Good nutritional quality
261,261,Graduates Banana Cookies,
262,262,Dairy Free Soy Strawberry Alternative,Nutri-Score B - Good nutritional quality
263,263,Small Pecan Pie,
264,264,Hardwood Smoked Honey Cured Thick Sliced Bacon,
265,265,Herb Blend Parsley,Nutri-Score A - Very good nutritional quality
266,266,Grain Free Chicken & Sweet Potato Recipe in Gravy Dog Food,Nutri-Score A - Very good nutritional quality
267,267,Hot Pepper Jack Cheese,Nutri-Score D - Poor nutritional quality
268,268,Cookies,Nutri-Score C - Average nutritional quality
269,269,Pizzeria Thin Crust Primo Pepperoni Pizza,
270,270,Frozen Red Raspberries,Nutri-Score A - Very good nutritional quality
271,271,Decaf Ginger Peach Green Tea Bags,
272,272,All Dressed,Nutri-Score not computed - Unknown nutritional quality
273,273,Just Caesar Dressing,Nutri-Score E - Bad nutritional quality
274,274,Cookies & Creme Pie,Nutri-Score C - Average nutritional quality
275,275,Food Truck Chicken Rollers,
276,276,Organic European Style Lightly Salted Butter,
